rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
iupac,"Count the number of carbon atoms in 4-(3-acetylphenyl)-N-(6-methoxy-3-pyridinyl)-2,3-dihydrofuro[2,3-b]pyridine-2-carboxamide.",22,"Find the number of rings contained in 4-(3-acetylphenyl)-N-(6-methoxy-3-pyridinyl)-2,3-dihydrofuro[2,3-b]pyridine-2-carboxamide.",4,"For the molecule 4-(3-acetylphenyl)-N-(6-methoxy-3-pyridinyl)-2,3-dihydrofuro[2,3-b]pyridine-2-carboxamide, is a amine functional group present?",1,"Does 4-(3-acetylphenyl)-N-(6-methoxy-3-pyridinyl)-2,3-dihydrofuro[2,3-b]pyridine-2-carboxamide feature any double bonds?",1
smiles,How many carbon atoms make up the structure O=C1C(O)CC2CN12?,5,"For O=C1C(O)CC2CN12, how many distinct rings are present?",2,"For the molecule O=C1C(O)CC2CN12, is a phenol functional group present?",0,Is a triple bond found in the SMILES O=C1C(O)CC2CN12?,0
iupac,"Identify the carbon atom count in the molecule 8-[[1,3-benzodioxol-5-ylmethyl-[(1S)-1-(1-tert-butyltetrazol-5-yl)propyl]amino]methyl]-3,6-dihydro-2H-[1,4]dioxino[2,3-g]quinolin-7-one.",28,"Report the number of rings in the molecule 8-[[1,3-benzodioxol-5-ylmethyl-[(1S)-1-(1-tert-butyltetrazol-5-yl)propyl]amino]methyl]-3,6-dihydro-2H-[1,4]dioxino[2,3-g]quinolin-7-one.",6,"Does the SMILES 8-[[1,3-benzodioxol-5-ylmethyl-[(1S)-1-(1-tert-butyltetrazol-5-yl)propyl]amino]methyl]-3,6-dihydro-2H-[1,4]dioxino[2,3-g]quinolin-7-one encode a amine functional group?",1,"Check if the structure 8-[[1,3-benzodioxol-5-ylmethyl-[(1S)-1-(1-tert-butyltetrazol-5-yl)propyl]amino]methyl]-3,6-dihydro-2H-[1,4]dioxino[2,3-g]quinolin-7-one has a double bond.",1
iupac,Report the number of carbon atoms in 1-[(1-methylbenzimidazol-2-yl)methyl]-3-(4-nitrophenyl)urea.,16,What is the total number of rings in 1-[(1-methylbenzimidazol-2-yl)methyl]-3-(4-nitrophenyl)urea?,3,Does the molecule 1-[(1-methylbenzimidazol-2-yl)methyl]-3-(4-nitrophenyl)urea contain a nitro functional group?,0,Are triple bonds present in 1-[(1-methylbenzimidazol-2-yl)methyl]-3-(4-nitrophenyl)urea?,0
smiles,How many carbons are present in the molecule CC.CC(=O)N/N=C(/c1cccc([N+](=O)[O-])c1)C(C)C?,14,What is the total number of rings in CC.CC(=O)N/N=C(/c1cccc([N+](=O)[O-])c1)C(C)C?,1,Determine whether CC.CC(=O)N/N=C(/c1cccc([N+](=O)[O-])c1)C(C)C includes a amide functional group.,1,Identify whether CC.CC(=O)N/N=C(/c1cccc([N+](=O)[O-])c1)C(C)C has any double bonds.,1
iupac,"How many carbon atoms make up the structure 1-(3-chloro-6-methoxyquinolin-4-yl)-2-[4-(2,3-dihydro-[1,4]dioxino[2,3-c]pyridin-7-ylmethylamino)piperidin-1-yl]ethanol?",25,"Given the SMILES 1-(3-chloro-6-methoxyquinolin-4-yl)-2-[4-(2,3-dihydro-[1,4]dioxino[2,3-c]pyridin-7-ylmethylamino)piperidin-1-yl]ethanol, return its ring count.",5,"For the molecule 1-(3-chloro-6-methoxyquinolin-4-yl)-2-[4-(2,3-dihydro-[1,4]dioxino[2,3-c]pyridin-7-ylmethylamino)piperidin-1-yl]ethanol, is a ketone functional group present?",0,"Determine whether 1-(3-chloro-6-methoxyquinolin-4-yl)-2-[4-(2,3-dihydro-[1,4]dioxino[2,3-c]pyridin-7-ylmethylamino)piperidin-1-yl]ethanol includes at least one double bond.",0
smiles,Determine the total carbon count for COc1cc(C(=O)Nc2cccc(C#Cc3ccccc3)c2)c([N+](=O)[O-])cc1OC.,23,Find the number of rings contained in COc1cc(C(=O)Nc2cccc(C#Cc3ccccc3)c2)c([N+](=O)[O-])cc1OC.,3,Does the molecule COc1cc(C(=O)Nc2cccc(C#Cc3ccccc3)c2)c([N+](=O)[O-])cc1OC contain a amine functional group?,1,Assess whether COc1cc(C(=O)Nc2cccc(C#Cc3ccccc3)c2)c([N+](=O)[O-])cc1OC contains a double bond type.,1
smiles,How many carbon atoms make up the structure N#CC(=C(N)Sc1ccccc1N)c1cccc(C(O)c2ccccc2)c1?,22,How many ring systems does N#CC(=C(N)Sc1ccccc1N)c1cccc(C(O)c2ccccc2)c1 contain?,3,Assess whether N#CC(=C(N)Sc1ccccc1N)c1cccc(C(O)c2ccccc2)c1 exhibits a phenol group.,0,Does the chemical structure N#CC(=C(N)Sc1ccccc1N)c1cccc(C(O)c2ccccc2)c1 include double bonding?,1
smiles,How many carbons are present in the molecule CCOC(=O)C1=C(C)N=c2s/c(=C/c3cnn(CC)c3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1?,25,Count the number of rings in CCOC(=O)C1=C(C)N=c2s/c(=C/c3cnn(CC)c3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1.,4,Identify if CCOC(=O)C1=C(C)N=c2s/c(=C/c3cnn(CC)c3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1 contains a ketone.,1,Are triple bonds present in CCOC(=O)C1=C(C)N=c2s/c(=C/c3cnn(CC)c3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1?,0
iupac,"Compute the total number of carbons in N-[1-[5-[(2-chloro-6-fluorophenyl)methylsulfanyl]-4-(2-methylpropyl)-1,2,4-triazol-3-yl]ethyl]benzamide.",22,"Given the SMILES N-[1-[5-[(2-chloro-6-fluorophenyl)methylsulfanyl]-4-(2-methylpropyl)-1,2,4-triazol-3-yl]ethyl]benzamide, return its ring count.",3,"Does N-[1-[5-[(2-chloro-6-fluorophenyl)methylsulfanyl]-4-(2-methylpropyl)-1,2,4-triazol-3-yl]ethyl]benzamide have at least one nitro group?",0,"Does the molecule N-[1-[5-[(2-chloro-6-fluorophenyl)methylsulfanyl]-4-(2-methylpropyl)-1,2,4-triazol-3-yl]ethyl]benzamide contain any triple bonds?",0
iupac,"How many carbons are present in the molecule 2-[1,4-dimethyl-3-(2,3,4-trimethylphenyl)pyrazol-5-yl]ethanamine?",16,"Determine the ring count for 2-[1,4-dimethyl-3-(2,3,4-trimethylphenyl)pyrazol-5-yl]ethanamine.",2,"Is a amine group present in 2-[1,4-dimethyl-3-(2,3,4-trimethylphenyl)pyrazol-5-yl]ethanamine?",1,"Does the chemical structure 2-[1,4-dimethyl-3-(2,3,4-trimethylphenyl)pyrazol-5-yl]ethanamine include aromatic bonding?",1
iupac,"How many carbon atoms make up the structure N-[2-(butylcarbamoyl)phenyl]-1-[(2,6-dichlorophenyl)methylsulfonyl]piperidine-4-carboxamide?",24,"Find the number of rings contained in N-[2-(butylcarbamoyl)phenyl]-1-[(2,6-dichlorophenyl)methylsulfonyl]piperidine-4-carboxamide.",3,"Is the carboxylic_acid functional group found in N-[2-(butylcarbamoyl)phenyl]-1-[(2,6-dichlorophenyl)methylsulfonyl]piperidine-4-carboxamide?",0,"Determine whether N-[2-(butylcarbamoyl)phenyl]-1-[(2,6-dichlorophenyl)methylsulfonyl]piperidine-4-carboxamide includes at least one triple bond.",0
iupac,"How many carbons are present in the molecule [2-[2-(2,4-dioxo-1,3-thiazolidin-3-yl)ethylamino]-2-oxoethyl] 2-[(3,4-diethoxybenzoyl)amino]acetate?",20,"Find the number of rings contained in [2-[2-(2,4-dioxo-1,3-thiazolidin-3-yl)ethylamino]-2-oxoethyl] 2-[(3,4-diethoxybenzoyl)amino]acetate.",2,"Does the SMILES [2-[2-(2,4-dioxo-1,3-thiazolidin-3-yl)ethylamino]-2-oxoethyl] 2-[(3,4-diethoxybenzoyl)amino]acetate encode a ester functional group?",1,"Does the chemical structure [2-[2-(2,4-dioxo-1,3-thiazolidin-3-yl)ethylamino]-2-oxoethyl] 2-[(3,4-diethoxybenzoyl)amino]acetate include double bonding?",1
iupac,Compute the total number of carbons in (4-hydroxy-1-sulfanylbutyl)phosphonic acid.,4,"Given the SMILES (4-hydroxy-1-sulfanylbutyl)phosphonic acid, return its ring count.",0,Does the SMILES (4-hydroxy-1-sulfanylbutyl)phosphonic acid encode a nitro functional group?,0,Does the chemical structure (4-hydroxy-1-sulfanylbutyl)phosphonic acid include aromatic bonding?,0
iupac,"For the SMILES 4,7-dihydro-2H-triazolo[4,5-d]pyrimidine, how many carbon atoms does it contain?",4,"What is the total number of rings in 4,7-dihydro-2H-triazolo[4,5-d]pyrimidine?",2,"For the molecule 4,7-dihydro-2H-triazolo[4,5-d]pyrimidine, is a amine functional group present?",1,"Identify whether 4,7-dihydro-2H-triazolo[4,5-d]pyrimidine has any aromatic bonds.",1
smiles,How many carbon atoms make up the structure N#CC(=Cc1cccc2ccccc12)c1nn(-c2ccccc2)c(N)c1C#N?,23,How many ring systems does N#CC(=Cc1cccc2ccccc12)c1nn(-c2ccccc2)c(N)c1C#N contain?,4,Identify if N#CC(=Cc1cccc2ccccc12)c1nn(-c2ccccc2)c(N)c1C#N contains a ketone.,0,Assess whether N#CC(=Cc1cccc2ccccc12)c1nn(-c2ccccc2)c(N)c1C#N contains a triple bond type.,1
iupac,"Report the number of carbon atoms in 5-amino-3-[2-(1H-indol-3-yl)ethyl]-8-methoxy-1,10b-dihydrochromeno[3,4-c]pyridine-2,4-dione.",23,"How many cyclic structures are in 5-amino-3-[2-(1H-indol-3-yl)ethyl]-8-methoxy-1,10b-dihydrochromeno[3,4-c]pyridine-2,4-dione?",5,"Does the molecule 5-amino-3-[2-(1H-indol-3-yl)ethyl]-8-methoxy-1,10b-dihydrochromeno[3,4-c]pyridine-2,4-dione contain a ketone functional group?",1,"Is a triple bond found in the SMILES 5-amino-3-[2-(1H-indol-3-yl)ethyl]-8-methoxy-1,10b-dihydrochromeno[3,4-c]pyridine-2,4-dione?",0
smiles,Compute the total number of carbons in N=COC12CC(=O)C1C2.,6,"Given the SMILES N=COC12CC(=O)C1C2, return its ring count.",2,Does N=COC12CC(=O)C1C2 have at least one amide group?,0,Determine whether N=COC12CC(=O)C1C2 includes at least one triple bond.,0
smiles,"Given CC12C(O)CC1C1CC12, return the number of carbon atoms.",8,Compute the ring count of CC12C(O)CC1C1CC12.,3,Does CC12C(O)CC1C1CC12 have at least one alcohol group?,1,Does the molecule CC12C(O)CC1C1CC12 contain any triple bonds?,0
iupac,"How many carbon atoms make up the structure 14-butyl-11-oxa-7,14-diazadispiro[5.1.58.26]pentadecan-15-one?",16,"Report the number of rings in the molecule 14-butyl-11-oxa-7,14-diazadispiro[5.1.58.26]pentadecan-15-one.",3,"Assess whether 14-butyl-11-oxa-7,14-diazadispiro[5.1.58.26]pentadecan-15-one exhibits a carboxylic_acid group.",0,"Identify whether 14-butyl-11-oxa-7,14-diazadispiro[5.1.58.26]pentadecan-15-one has any double bonds.",1
iupac,"Given N-[[3-[4-[(2,4-dioxo-1,3-thiazolidin-5-yl)methyl]phenyl]phenyl]methyl]-N-methyl-4-(4-nonoxyphenyl)benzamide, return the number of carbon atoms.",40,"Compute the ring count of N-[[3-[4-[(2,4-dioxo-1,3-thiazolidin-5-yl)methyl]phenyl]phenyl]methyl]-N-methyl-4-(4-nonoxyphenyl)benzamide.",5,"For the molecule N-[[3-[4-[(2,4-dioxo-1,3-thiazolidin-5-yl)methyl]phenyl]phenyl]methyl]-N-methyl-4-(4-nonoxyphenyl)benzamide, is a amine functional group present?",1,"Is a aromatic bond found in the SMILES N-[[3-[4-[(2,4-dioxo-1,3-thiazolidin-5-yl)methyl]phenyl]phenyl]methyl]-N-methyl-4-(4-nonoxyphenyl)benzamide?",1
smiles,Determine the total carbon count for CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(OCC[N+](C)(C)C)C(=O)O.,40,Count the number of rings in CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(OCC[N+](C)(C)C)C(=O)O.,0,Assess whether CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(OCC[N+](C)(C)C)C(=O)O exhibits a halide group.,0,Check if the structure CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(OCC[N+](C)(C)C)C(=O)O has a aromatic bond.,0
iupac,"Determine the total carbon count for [(3S)-3-(5-methyl-1H-imidazol-2-yl)morpholin-4-yl]-(1,3-oxazol-5-yl)methanone.",12,"Determine the ring count for [(3S)-3-(5-methyl-1H-imidazol-2-yl)morpholin-4-yl]-(1,3-oxazol-5-yl)methanone.",3,"Identify if [(3S)-3-(5-methyl-1H-imidazol-2-yl)morpholin-4-yl]-(1,3-oxazol-5-yl)methanone contains a amide.",1,"Determine whether [(3S)-3-(5-methyl-1H-imidazol-2-yl)morpholin-4-yl]-(1,3-oxazol-5-yl)methanone includes at least one double bond.",1
iupac,"Given 1-(1-benzofuran-3-yl)-N-ethylbutan-1-amine, return the number of carbon atoms.",14,What is the total number of rings in 1-(1-benzofuran-3-yl)-N-ethylbutan-1-amine?,2,Determine whether 1-(1-benzofuran-3-yl)-N-ethylbutan-1-amine includes a amide functional group.,0,Check if the structure 1-(1-benzofuran-3-yl)-N-ethylbutan-1-amine has a double bond.,0
smiles,How many carbon atoms make up the structure CN1C(=O)OC2(CCN(CCC(C(=O)N(C)C(Cc3ccccc3)C(=O)NCCN)c3ccc(Cl)c(Cl)c3)CC2)c2cc(F)ccc21?,35,Compute the ring count of CN1C(=O)OC2(CCN(CCC(C(=O)N(C)C(Cc3ccccc3)C(=O)NCCN)c3ccc(Cl)c(Cl)c3)CC2)c2cc(F)ccc21.,5,Is a amine group present in CN1C(=O)OC2(CCN(CCC(C(=O)N(C)C(Cc3ccccc3)C(=O)NCCN)c3ccc(Cl)c(Cl)c3)CC2)c2cc(F)ccc21?,1,Does the molecule CN1C(=O)OC2(CCN(CCC(C(=O)N(C)C(Cc3ccccc3)C(=O)NCCN)c3ccc(Cl)c(Cl)c3)CC2)c2cc(F)ccc21 contain any aromatic bonds?,1
iupac,"What is the total count of carbon atoms in 1-(2,3-difluorophenyl)-1-[2-(trifluoromethyl)-1,3-thiazol-5-yl]ethanol?",12,"Determine the ring count for 1-(2,3-difluorophenyl)-1-[2-(trifluoromethyl)-1,3-thiazol-5-yl]ethanol.",2,"Check if the structure 1-(2,3-difluorophenyl)-1-[2-(trifluoromethyl)-1,3-thiazol-5-yl]ethanol contains a nitro.",0,"Is a double bond found in the SMILES 1-(2,3-difluorophenyl)-1-[2-(trifluoromethyl)-1,3-thiazol-5-yl]ethanol?",0
iupac,"Report the number of carbon atoms in 3,4-dihydro-1H-isoquinolin-2-yl-[1-(methylaminomethyl)cyclopropyl]methanone.",15,"Determine the ring count for 3,4-dihydro-1H-isoquinolin-2-yl-[1-(methylaminomethyl)cyclopropyl]methanone.",3,"Does the SMILES 3,4-dihydro-1H-isoquinolin-2-yl-[1-(methylaminomethyl)cyclopropyl]methanone encode a ketone functional group?",1,"Does the chemical structure 3,4-dihydro-1H-isoquinolin-2-yl-[1-(methylaminomethyl)cyclopropyl]methanone include aromatic bonding?",1
iupac,"Compute the total number of carbons in 1-(2,2-dimethylcyclopropyl)propan-2-ol.",8,"Count the number of rings in 1-(2,2-dimethylcyclopropyl)propan-2-ol.",1,"Assess whether 1-(2,2-dimethylcyclopropyl)propan-2-ol exhibits a ester group.",0,"Identify whether 1-(2,2-dimethylcyclopropyl)propan-2-ol has any triple bonds.",0
iupac,"Count the number of carbon atoms in ethyl (2S)-3,3,3-trifluoro-2-[(5-methyl-2-pyridinyl)amino]-2-[(2-phenoxyacetyl)amino]propanoate.",19,"How many cyclic structures are in ethyl (2S)-3,3,3-trifluoro-2-[(5-methyl-2-pyridinyl)amino]-2-[(2-phenoxyacetyl)amino]propanoate?",2,"Does the SMILES ethyl (2S)-3,3,3-trifluoro-2-[(5-methyl-2-pyridinyl)amino]-2-[(2-phenoxyacetyl)amino]propanoate encode a amide functional group?",1,"Is a aromatic bond found in the SMILES ethyl (2S)-3,3,3-trifluoro-2-[(5-methyl-2-pyridinyl)amino]-2-[(2-phenoxyacetyl)amino]propanoate?",1
iupac,"Given 2-methyl-5-nitro-3H-pyrazole-1-carboxamide, return the number of carbon atoms.",5,How many cyclic structures are in 2-methyl-5-nitro-3H-pyrazole-1-carboxamide?,1,Identify if 2-methyl-5-nitro-3H-pyrazole-1-carboxamide contains a phenol.,0,Check if the structure 2-methyl-5-nitro-3H-pyrazole-1-carboxamide has a aromatic bond.,0
smiles,How many carbons are present in the molecule CC(=O)C1=C(C)NCC1?,7,How many ring systems does CC(=O)C1=C(C)NCC1 contain?,1,Determine whether CC(=O)C1=C(C)NCC1 includes a ketone functional group.,1,Does the molecule CC(=O)C1=C(C)NCC1 contain any double bonds?,1
smiles,Compute the total number of carbons in OCC12NC1CC2O.,5,How many cyclic structures are in OCC12NC1CC2O?,2,Determine whether OCC12NC1CC2O includes a phenol functional group.,0,Does the chemical structure OCC12NC1CC2O include aromatic bonding?,0
iupac,"Compute the total number of carbons in 4-(dimethylsulfamoyl)-N-[[5-(2-methyl-2,3-dihydro-1-benzofuran-5-yl)-1,2-oxazol-3-yl]methyl]benzamide.",22,"How many ring systems does 4-(dimethylsulfamoyl)-N-[[5-(2-methyl-2,3-dihydro-1-benzofuran-5-yl)-1,2-oxazol-3-yl]methyl]benzamide contain?",4,"Does 4-(dimethylsulfamoyl)-N-[[5-(2-methyl-2,3-dihydro-1-benzofuran-5-yl)-1,2-oxazol-3-yl]methyl]benzamide have at least one amine group?",1,"Does the chemical structure 4-(dimethylsulfamoyl)-N-[[5-(2-methyl-2,3-dihydro-1-benzofuran-5-yl)-1,2-oxazol-3-yl]methyl]benzamide include aromatic bonding?",1
smiles,Report the number of carbon atoms in Cc1nc2ncccc2c(=O)n1CCNC(=O)/C=C/c1ccccc1.,19,Compute the ring count of Cc1nc2ncccc2c(=O)n1CCNC(=O)/C=C/c1ccccc1.,3,Does Cc1nc2ncccc2c(=O)n1CCNC(=O)/C=C/c1ccccc1 have at least one carboxylic_acid group?,0,Does the molecule Cc1nc2ncccc2c(=O)n1CCNC(=O)/C=C/c1ccccc1 contain any triple bonds?,0
smiles,What is the total count of carbon atoms in C#C.CC(C)(C)CN(CC(O)O)C(=O)OC(C)(C)C.Clc1ccccc1?,20,Find the number of rings contained in C#C.CC(C)(C)CN(CC(O)O)C(=O)OC(C)(C)C.Clc1ccccc1.,1,Check if the structure C#C.CC(C)(C)CN(CC(O)O)C(=O)OC(C)(C)C.Clc1ccccc1 contains a amine.,1,Assess whether C#C.CC(C)(C)CN(CC(O)O)C(=O)OC(C)(C)C.Clc1ccccc1 contains a aromatic bond type.,1
iupac,"How many carbons are present in the molecule N-[[5-[2-(2-fluoroanilino)-2-oxoethyl]sulfanyl-4-(4-fluorophenyl)-1,2,4-triazol-3-yl]methyl]-2-(trifluoromethyl)benzamide?",25,"Given the SMILES N-[[5-[2-(2-fluoroanilino)-2-oxoethyl]sulfanyl-4-(4-fluorophenyl)-1,2,4-triazol-3-yl]methyl]-2-(trifluoromethyl)benzamide, return its ring count.",4,"Check if the structure N-[[5-[2-(2-fluoroanilino)-2-oxoethyl]sulfanyl-4-(4-fluorophenyl)-1,2,4-triazol-3-yl]methyl]-2-(trifluoromethyl)benzamide contains a alcohol.",0,"Does the molecule N-[[5-[2-(2-fluoroanilino)-2-oxoethyl]sulfanyl-4-(4-fluorophenyl)-1,2,4-triazol-3-yl]methyl]-2-(trifluoromethyl)benzamide contain any triple bonds?",0
iupac,"How many carbon atoms make up the structure 4-(2,5-dimethylthiophen-3-yl)-N-methyl-N-[(1-methylpyrazol-4-yl)methyl]-4-oxobutanamide?",16,"Determine the ring count for 4-(2,5-dimethylthiophen-3-yl)-N-methyl-N-[(1-methylpyrazol-4-yl)methyl]-4-oxobutanamide.",2,"Identify if 4-(2,5-dimethylthiophen-3-yl)-N-methyl-N-[(1-methylpyrazol-4-yl)methyl]-4-oxobutanamide contains a amide.",1,"Identify whether 4-(2,5-dimethylthiophen-3-yl)-N-methyl-N-[(1-methylpyrazol-4-yl)methyl]-4-oxobutanamide has any double bonds.",1
iupac,"Given heptane-2,3-dione, return the number of carbon atoms.",7,"How many ring systems does heptane-2,3-dione contain?",0,"Assess whether heptane-2,3-dione exhibits a amine group.",0,"Assess whether heptane-2,3-dione contains a triple bond type.",0
iupac,"For the SMILES (10-acetyloxy-1-hydroxy-4b,8,8-trimethyl-3,4-dioxo-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-9-yl) butanoate, how many carbon atoms does it contain?",26,"Determine the ring count for (10-acetyloxy-1-hydroxy-4b,8,8-trimethyl-3,4-dioxo-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-9-yl) butanoate.",3,"For the molecule (10-acetyloxy-1-hydroxy-4b,8,8-trimethyl-3,4-dioxo-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-9-yl) butanoate, is a ketone functional group present?",1,"Assess whether (10-acetyloxy-1-hydroxy-4b,8,8-trimethyl-3,4-dioxo-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-9-yl) butanoate contains a double bond type.",1
iupac,"Report the number of carbon atoms in 2-[4-(4-fluorophenyl)piperazin-1-yl]-N-[2-[[2-[4-(4-fluorophenyl)piperazin-1-yl]acetyl]amino]-[1,3]thiazolo[4,5-f][1,3]benzothiazol-6-yl]acetamide.",32,"How many cyclic structures are in 2-[4-(4-fluorophenyl)piperazin-1-yl]-N-[2-[[2-[4-(4-fluorophenyl)piperazin-1-yl]acetyl]amino]-[1,3]thiazolo[4,5-f][1,3]benzothiazol-6-yl]acetamide?",7,"Identify if 2-[4-(4-fluorophenyl)piperazin-1-yl]-N-[2-[[2-[4-(4-fluorophenyl)piperazin-1-yl]acetyl]amino]-[1,3]thiazolo[4,5-f][1,3]benzothiazol-6-yl]acetamide contains a nitro.",0,"Does the molecule 2-[4-(4-fluorophenyl)piperazin-1-yl]-N-[2-[[2-[4-(4-fluorophenyl)piperazin-1-yl]acetyl]amino]-[1,3]thiazolo[4,5-f][1,3]benzothiazol-6-yl]acetamide contain any triple bonds?",0
iupac,"For the SMILES N-[(2-hydroxy-5-nitrophenyl)methyl]-4-(phenoxymethyl)benzamide, how many carbon atoms does it contain?",21,What is the total number of rings in N-[(2-hydroxy-5-nitrophenyl)methyl]-4-(phenoxymethyl)benzamide?,3,Does the SMILES N-[(2-hydroxy-5-nitrophenyl)methyl]-4-(phenoxymethyl)benzamide encode a amide functional group?,1,"For the molecule N-[(2-hydroxy-5-nitrophenyl)methyl]-4-(phenoxymethyl)benzamide, does a double bond exist?",1
smiles,Determine the total carbon count for CC(N)C(C#N)OC=O.,5,Determine the ring count for CC(N)C(C#N)OC=O.,0,Does the molecule CC(N)C(C#N)OC=O contain a halide functional group?,0,Determine whether CC(N)C(C#N)OC=O includes at least one aromatic bond.,0
iupac,Report the number of carbon atoms in N-cyclopropyl-1-(4-ethylphenyl)-5-pyridin-3-yltriazole-4-carboxamide.,19,How many cyclic structures are in N-cyclopropyl-1-(4-ethylphenyl)-5-pyridin-3-yltriazole-4-carboxamide?,4,Is a ketone group present in N-cyclopropyl-1-(4-ethylphenyl)-5-pyridin-3-yltriazole-4-carboxamide?,1,Does the chemical structure N-cyclopropyl-1-(4-ethylphenyl)-5-pyridin-3-yltriazole-4-carboxamide include double bonding?,1
smiles,Report the number of carbon atoms in N#Cc1ccc(-c2cc(O)c(=O)[nH]n2)cc1.,11,Count the number of rings in N#Cc1ccc(-c2cc(O)c(=O)[nH]n2)cc1.,2,Is a halide group present in N#Cc1ccc(-c2cc(O)c(=O)[nH]n2)cc1?,0,Does N#Cc1ccc(-c2cc(O)c(=O)[nH]n2)cc1 feature any triple bonds?,1
smiles,Compute the total number of carbons in C#C/C(Cl)=C\n1cc(C(C)C)nc1C.,11,"Given the SMILES C#C/C(Cl)=C\n1cc(C(C)C)nc1C, return its ring count.",1,Is a halide group present in C#C/C(Cl)=C\n1cc(C(C)C)nc1C?,1,Does the molecule C#C/C(Cl)=C\n1cc(C(C)C)nc1C contain any aromatic bonds?,1
iupac,"How many carbon atoms make up the structure 1-ethyl-3-[6-(2-methoxyphenyl)-1,3-benzoxazol-2-yl]urea?",17,"For 1-ethyl-3-[6-(2-methoxyphenyl)-1,3-benzoxazol-2-yl]urea, how many distinct rings are present?",3,"Is the halide functional group found in 1-ethyl-3-[6-(2-methoxyphenyl)-1,3-benzoxazol-2-yl]urea?",0,"Are triple bonds present in 1-ethyl-3-[6-(2-methoxyphenyl)-1,3-benzoxazol-2-yl]urea?",0
iupac,What is the total count of carbon atoms in 4-[1-(3-chlorophenyl)triazol-4-yl]pyridine?,13,How many cyclic structures are in 4-[1-(3-chlorophenyl)triazol-4-yl]pyridine?,3,Check if the structure 4-[1-(3-chlorophenyl)triazol-4-yl]pyridine contains a halide.,1,"For the molecule 4-[1-(3-chlorophenyl)triazol-4-yl]pyridine, does a double bond exist?",0
smiles,What is the total count of carbon atoms in CCC(=O)N1C2CCC21?,7,"For CCC(=O)N1C2CCC21, how many distinct rings are present?",2,Is the nitro functional group found in CCC(=O)N1C2CCC21?,0,Are triple bonds present in CCC(=O)N1C2CCC21?,0
iupac,"How many carbons are present in the molecule 1,1,1,3,3,3-hexafluoropropan-2-yl N-(4-methylphenyl)sulfonylcarbamate?",11,"Find the number of rings contained in 1,1,1,3,3,3-hexafluoropropan-2-yl N-(4-methylphenyl)sulfonylcarbamate.",1,"Does 1,1,1,3,3,3-hexafluoropropan-2-yl N-(4-methylphenyl)sulfonylcarbamate have at least one halide group?",1,"Does the molecule 1,1,1,3,3,3-hexafluoropropan-2-yl N-(4-methylphenyl)sulfonylcarbamate contain any double bonds?",1
iupac,What is the total count of carbon atoms in disodium;(2-ethenylphenyl)-dioxidoborane?,8,What is the total number of rings in disodium;(2-ethenylphenyl)-dioxidoborane?,1,Does the SMILES disodium;(2-ethenylphenyl)-dioxidoborane encode a halide functional group?,0,Are triple bonds present in disodium;(2-ethenylphenyl)-dioxidoborane?,0
iupac,"Report the number of carbon atoms in 1-[[(2S)-2-methyl-3-oxo-4H-1,4-benzothiazin-6-yl]sulfonyl]-N-(pyridin-3-ylmethyl)piperidine-4-carboxamide.",21,"What is the total number of rings in 1-[[(2S)-2-methyl-3-oxo-4H-1,4-benzothiazin-6-yl]sulfonyl]-N-(pyridin-3-ylmethyl)piperidine-4-carboxamide?",4,"Determine whether 1-[[(2S)-2-methyl-3-oxo-4H-1,4-benzothiazin-6-yl]sulfonyl]-N-(pyridin-3-ylmethyl)piperidine-4-carboxamide includes a amide functional group.",1,"Identify whether 1-[[(2S)-2-methyl-3-oxo-4H-1,4-benzothiazin-6-yl]sulfonyl]-N-(pyridin-3-ylmethyl)piperidine-4-carboxamide has any aromatic bonds.",1
smiles,Report the number of carbon atoms in C#CCOc1nc(F)c(Cl)c2c1Oc1cc(Br)c(Br)cc1O2.,14,Find the number of rings contained in C#CCOc1nc(F)c(Cl)c2c1Oc1cc(Br)c(Br)cc1O2.,3,Check if the structure C#CCOc1nc(F)c(Cl)c2c1Oc1cc(Br)c(Br)cc1O2 contains a amine.,0,Are double bonds present in C#CCOc1nc(F)c(Cl)c2c1Oc1cc(Br)c(Br)cc1O2?,0
