smiles,iupac
O=c1n(Cc2ccccc2)c2ccccc2n1Cc1ccccc1,"1,3-dibenzylbenzimidazol-2-one"
Cc1ccc(NC(=O)COC(=O)CCc2c[nH]c3ccccc23)cc1C,"[2-(3,4-dimethylanilino)-2-oxoethyl] 3-(1H-indol-3-yl)propanoate"
CC1(C(=O)O)CCN1c1cc(C(F)(F)F)ccc1CN1CCCC12CCN(C(=O)OC(C(F)(F)F)C(F)(F)F)CC2,"1-[2-[[8-(1,1,1,3,3,3-hexafluoropropan-2-yloxycarbonyl)-1,8-diazaspiro[4.5]decan-1-yl]methyl]-5-(trifluoromethyl)phenyl]-2-methylazetidine-2-carboxylic acid"
C=C(C)CNC(=O)C1Cc2ccccc2S1,"N-(2-methylprop-2-enyl)-2,3-dihydro-1-benzothiophene-2-carboxamide"
O=C(NCc1ccc(F)cc1F)c1sc2ncccc2c1-n1cccc1,"N-[(2,4-difluorophenyl)methyl]-3-pyrrol-1-ylthieno[2,3-b]pyridine-2-carboxamide"
CCc1ccc(N(C)CC(O)c2cc(C)ccc2C)cc1,"1-(2,5-dimethylphenyl)-2-(4-ethyl-N-methylanilino)ethanol"
COC[C@H](c1ccnn1C)n1cc(-c2nc(C)n3ccccc23)nn1,"1-[1-[(1S)-2-methoxy-1-(2-methylpyrazol-3-yl)ethyl]triazol-4-yl]-3-methylimidazo[1,5-a]pyridine"
CCc1nnc(CN[C@H](CC)c2c(C)noc2C)o1,"(1R)-1-(3,5-dimethyl-1,2-oxazol-4-yl)-N-[(5-ethyl-1,3,4-oxadiazol-2-yl)methyl]propan-1-amine"
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1OCCN1CCCCC1,2-(2-piperidin-1-ylethoxy)-N-[3-(trifluoromethyl)phenyl]benzamide
CC1(C)[C@H]2CC[C@@]1(C)[C@]1(C2)NC(=O)c2ccccc2O1,"(1'R,2R,4'S)-1',7',7'-trimethylspiro[3H-1,3-benzoxazine-2,2'-bicyclo[2.2.1]heptane]-4-one"
CSCC(NC(=O)C(CSSCC(NC(=O)CCCC(N)C(=O)O)C(=O)NC(CSC)C(=O)O)NC(=O)CCCC(N)C(=O)O)C(=O)O,2-amino-6-[[3-[[2-[(5-amino-5-carboxypentanoyl)amino]-3-[(1-carboxy-2-methylsulfanylethyl)amino]-3-oxopropyl]disulfanyl]-1-[(1-carboxy-2-methylsulfanylethyl)amino]-1-oxopropan-2-yl]amino]-6-oxohexanoic acid
CC(C)NCCOCC(F)(F)F,"N-[2-(2,2,2-trifluoroethoxy)ethyl]propan-2-amine"
Cc1ccc(CS(=O)Cc2ccc(C(=O)NC3CCCC(C)C3C)o2)cc1,"N-(2,3-dimethylcyclohexyl)-5-[(4-methylphenyl)methylsulfinylmethyl]furan-2-carboxamide"
C1CC2CCC1COC2,3-oxabicyclo[3.2.2]nonane
CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,2-acetyloxy-5-(4-fluorophenyl)benzoic acid
Cc1ccc(C)c(NC(=O)c2nnn(CC(=O)Nc3ccc(C)c(C)c3)c2N)c1,"5-amino-1-[2-(3,4-dimethylanilino)-2-oxoethyl]-N-(2,5-dimethylphenyl)triazole-4-carboxamide"
Fc1cccc(Nc2nc(-c3ccncc3)cs2)c1,"N-(3-fluorophenyl)-4-pyridin-4-yl-1,3-thiazol-2-amine"
CCc1nccn1[C@@H]1CCCN(C(=O)Cn2nnc3ccccc32)C1,2-(benzotriazol-1-yl)-1-[(3R)-3-(2-ethylimidazol-1-yl)piperidin-1-yl]ethanone
C=C1C(=O)OC2CC3(C)OC(OC3CC(=O)C(C)=O)C(OC(=O)CC(C)C)C12,"[11-(2,3-dioxobutyl)-1-methyl-6-methylidene-5-oxo-4,10,12-trioxatricyclo[7.2.1.03,7]dodecan-8-yl] 3-methylbutanoate"
O=C(NCCc1nnc(-c2ccccc2)o1)C1CCN(C(=O)COc2ccccc2)CC1,"1-(2-phenoxyacetyl)-N-[2-(5-phenyl-1,3,4-oxadiazol-2-yl)ethyl]piperidine-4-carboxamide"
CC1CCN(C(=O)COC(=O)c2ccccc2NS(C)(=O)=O)c2ccccc2S1,"[2-(2-methyl-3,4-dihydro-2H-1,5-benzothiazepin-5-yl)-2-oxoethyl] 2-(methanesulfonamido)benzoate"
CC1=NN(c2ccccc2)C(=O)[C@H]1[C@@]1([C@H]2C(=O)N(c3ccccc3)N=C2Nc2ccccc2)C(=O)N(c2ccccc2)N=C1C,(4S)-5-methyl-4-[(4S)-3-methyl-5-oxo-1-phenyl-4H-pyrazol-4-yl]-4-[(4R)-5-oxo-1-phenyl-3-phenyliminopyrazolidin-4-yl]-2-phenylpyrazol-3-one
COCN1C(=O)CCc2cc(NC(=O)[C@@H](O)c3ccccc3)ccc21,"(2S)-2-hydroxy-N-[1-(methoxymethyl)-2-oxo-3,4-dihydroquinolin-6-yl]-2-phenylacetamide"
Cn1c2c(c(=O)n(C)c1=O)[C@H](c1ccc([N+](=O)[O-])cc1)C1=C(CCCC1=O)N2,"(5R)-1,3-dimethyl-5-(4-nitrophenyl)-7,8,9,10-tetrahydro-5H-pyrimido[4,5-b]quinoline-2,4,6-trione"
O=S(=O)(Nc1ccccc1NCC(F)(F)F)c1cccc(F)c1,"3-fluoro-N-[2-(2,2,2-trifluoroethylamino)phenyl]benzenesulfonamide"
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl,"2,4-dichloro-N-(2-methyl-5-nitrophenyl)-5-morpholin-4-ylsulfonylbenzamide"
C[C@@H](C(=O)Nc1cc(Cl)ccc1Cl)N1Cc2ccccc2C1=O,"(2S)-N-(2,5-dichlorophenyl)-2-(3-oxo-1H-isoindol-2-yl)propanamide"
O=C1C[C@@H](N2CCc3ccccc3C2)C(=O)N1c1cc(Cl)cc(Cl)c1,"(3R)-1-(3,5-dichlorophenyl)-3-(3,4-dihydro-1H-isoquinolin-2-yl)pyrrolidine-2,5-dione"
COC(=O)c1sc(NC(=O)COc2ccccc2OC)nc1C,"methyl 2-[[2-(2-methoxyphenoxy)acetyl]amino]-4-methyl-1,3-thiazole-5-carboxylate"
Nc1ncnc(F)n1,"4-fluoro-1,3,5-triazin-2-amine"
Cc1cc(C)n(-c2cccc(CN[C@H]3COc4ccccc4C3)c2)n1,"(3R)-N-[[3-(3,5-dimethylpyrazol-1-yl)phenyl]methyl]-3,4-dihydro-2H-chromen-3-amine"
Nc1ccc(-c2ccc(C(=O)NCCCCN3CCCC3)cc2)cn1,4-(6-amino-3-pyridinyl)-N-(4-pyrrolidin-1-ylbutyl)benzamide
O=C(c1cnn(-c2ccccc2F)c1C(F)(F)F)N1CCN(C(=O)N2CCCCC2)CC1,[1-(2-fluorophenyl)-5-(trifluoromethyl)pyrazol-4-yl]-[4-(piperidine-1-carbonyl)piperazin-1-yl]methanone
Cc1ccoc1C(=O)N1CCOCC2(CCN(c3ncccn3)C2)C1,"(3-methylfuran-2-yl)-(2-pyrimidin-2-yl-7-oxa-2,10-diazaspiro[4.6]undecan-10-yl)methanone"
Cn1cc(C(=O)N[C@@H]2CCO[C@@H]2c2ccccc2)c(-c2ccccc2Cl)n1,"3-(2-chlorophenyl)-1-methyl-N-[(2R,3R)-2-phenyloxolan-3-yl]pyrazole-4-carboxamide"
COc1ccc(Br)c2c(NC(=O)C(C)c3ccccc3)c(C(C)=O)oc12,N-(2-acetyl-4-bromo-7-methoxy-1-benzofuran-3-yl)-2-phenylpropanamide
CC(C)CCSC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,"10,13-dimethyl-17-[1-(3-methylbutylsulfanyl)ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol"
Cc1cn2nc(Sc3nnnn3C3CCOCC3)sc2n1,"6-methyl-2-[1-(oxan-4-yl)tetrazol-5-yl]sulfanylimidazo[2,1-b][1,3,4]thiadiazole"
O=C(NC1CC(O)C1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)c(F)c12,"5-[2-(2,5-difluorophenyl)pyrrolidin-1-yl]-4-fluoro-N-(3-hydroxycyclobutyl)pyrazolo[1,5-a]pyridine-3-carboxamide"
c1nc(N2CCN(C3CC4CCC3C4)CC2)c2[nH]cnc2n1,6-[4-(2-bicyclo[2.2.1]heptanyl)piperazin-1-yl]-7H-purine
CC(C)(C)c1ccc(C2c3cc(c(O)cc3O)C(c3ccc(C(C)(C)C)cc3)c3cc(c(O)cc3O)C(c3ccc(C(C)(C)C)cc3)c3cc(c(O)cc3O)C(c3ccc(C(C)(C)C)cc3)c3cc2c(O)cc3O)cc1.CC1c2cc(c(O)cc2O)C(C)c2cc(c(O)cc2O)C(C)c2cc(c(O)cc2O)C(C)c2cc1c(O)cc2O.Oc1ccc(C2c3cc(c(O)cc3O)C(c3ccc(O)cc3)c3cc(c(O)cc3O)C(c3ccc(O)cc3)c3cc(c(O)cc3O)C(c3ccc(O)cc3)c3cc2c(O)cc3O)cc1,"2,8,14,20-tetrakis(4-tert-butylphenyl)pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol;2,8,14,20-tetrakis(4-hydroxyphenyl)pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol;2,8,14,20-tetramethylpentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol"
Cc1ccc2nc(N)n(CC3Cc4ccccc43)c2n1,"3-(7-bicyclo[4.2.0]octa-1,3,5-trienylmethyl)-5-methylimidazo[4,5-b]pyridin-2-amine"
COc1ccc(C2=NO[C@H]3[C@@H]4C[C@@H]([C@@H]23)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@H]42)cc1OC,"(1R,2S,6S,7S,8R,12R)-5-(3,4-dimethoxyphenyl)-10-phenyl-3-oxa-4,10-diazatetracyclo[5.5.1.02,6.08,12]tridec-4-ene-9,11-dione"
O=C1NC(=O)C(=Cc2ccc(OCCn3ccnc3)cc2)S1,"5-[[4-(2-imidazol-1-ylethoxy)phenyl]methylidene]-1,3-thiazolidine-2,4-dione"
O=C1CC(c2ccc([NH+]([O-])O)cc2)=NN1c1ccccc1,N-hydroxy-4-(5-oxo-1-phenyl-4H-pyrazol-3-yl)benzeneamine oxide
CS(=O)(=O)c1ccc(C(=O)c2ccn(-c3ccccc3F)c2)cc1,[1-(2-fluorophenyl)pyrrol-3-yl]-(4-methylsulfonylphenyl)methanone
COCCCNc1nc2ccccc2nc1NS(=O)(=O)c1ccc(C)cc1C,"N-[3-(3-methoxypropylamino)quinoxalin-2-yl]-2,4-dimethylbenzenesulfonamide"
CCCCOC(=O)NC1CCc2cc(OC(=O)OCCCC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21,"[7-(butoxycarbonylamino)-1,2-dimethoxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-3-yl] butyl carbonate"
Cc1c(C(C)(F)F)nn(CC2(C)CCCCO2)c1C(=O)Nc1ccnc(S(N)(=O)=O)c1,"3-(1,1-difluoroethyl)-4-methyl-1-[(2-methyloxan-2-yl)methyl]-N-(2-sulfamoyl-4-pyridinyl)pyrazole-5-carboxamide"
O=C(Nc1nc2ccc(F)cc2s1)c1ccc(-c2ccccc2)cc1,"N-(6-fluoro-1,3-benzothiazol-2-yl)-4-phenylbenzamide"
Nc1cc(Br)cnc1NCCOCCO,2-[2-[(3-amino-5-bromo-2-pyridinyl)amino]ethoxy]ethanol
Cc1ccc2c(c1)C(=O)C(=C(S)N(C)c1ccccc1)C(=O)N2C,"4-hydroxy-N,1,6-trimethyl-2-oxo-N-phenylquinoline-3-carbothioamide"
COc1cccc(CNc2nccn(-c3ccc(Cl)cc3)c2=O)c1,1-(4-chlorophenyl)-3-[(3-methoxyphenyl)methylamino]pyrazin-2-one
O=C(CCC(=O)N1CCC[C@@H](CN2CCOCC2)C1)c1ccccc1,"1-[(3S)-3-(morpholin-4-ylmethyl)piperidin-1-yl]-4-phenylbutane-1,4-dione"
CC1CCN(c2ncc(CN3CC[C@H](c4c(C(N)=O)sc5ncccc45)C3)cn2)CC1,"3-[(3R)-1-[[2-(4-methylpiperidin-1-yl)pyrimidin-5-yl]methyl]pyrrolidin-3-yl]thieno[2,3-b]pyridine-2-carboxamide"
Cc1ccn(-c2ccc(N3CCN(CC(=O)Nc4nncs4)CC3)nn2)n1,"2-[4-[6-(3-methylpyrazol-1-yl)pyridazin-3-yl]piperazin-1-yl]-N-(1,3,4-thiadiazol-2-yl)acetamide"
COc1ccc(Cl)cc1NC(=O)C(C)n1nc(C)c([N+](=O)[O-])c1C,"N-(5-chloro-2-methoxyphenyl)-2-(3,5-dimethyl-4-nitropyrazol-1-yl)propanamide"
COC(=O)C1=NN[C@@H]2C(=O)N(c3ccc(Cl)cc3Cl)C(=O)[C@@H]12,"methyl (3aR,6aS)-5-(2,4-dichlorophenyl)-4,6-dioxo-3a,6a-dihydro-1H-pyrrolo[3,4-c]pyrazole-3-carboxylate"
CCCCC1CC(C2C=CC(C3=CCC(C4=C5C=CCCC5C(C5=CNCC5)CC4)CC3)CC2)CC=C1C,"4-[4-[4-[4-(5-butyl-4-methylcyclohex-3-en-1-yl)cyclohex-2-en-1-yl]cyclohex-3-en-1-yl]-1,2,3,7,8,8a-hexahydronaphthalen-1-yl]-2,3-dihydro-1H-pyrrole"
C[C@@H](C(=O)O)N1Cc2ccccc2C1=O,(2S)-2-(3-oxo-1H-isoindol-2-yl)propanoic acid
CCSCc1ccc(C(=O)NS(=O)(=O)CCC(=O)OC)cc1,methyl 3-[[4-(ethylsulfanylmethyl)benzoyl]sulfamoyl]propanoate
c1ccc(-c2nnc(-c3ccccc3)c3c2CCCC3)cc1,"1,4-diphenyl-5,6,7,8-tetrahydrophthalazine"
Cc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)[C@H](C)C(=O)NCc1ccc(F)cc1,"4-amino-5-N-[(2R)-1-[(4-fluorophenyl)methylamino]-1-oxopropan-2-yl]-5-N-(2-methylphenyl)-1,2-thiazole-3,5-dicarboxamide"
Cc1ccc(C)c(NC(=O)Cn2nc3c4sc(N5CCCCC5)nc4ncn3c2=O)c1,"N-(2,5-dimethylphenyl)-2-(5-oxo-11-piperidin-1-yl-12-thia-3,4,6,8,10-pentazatricyclo[7.3.0.02,6]dodeca-1(9),2,7,10-tetraen-4-yl)acetamide"
CC(C)c1ccc(CC2(CN3C[C@H]4C[C@@H](C3)c3cccc(=O)n3C4)C(=O)N(C)C(=O)N(C)C2=O)cc1,"1,3-dimethyl-5-[[(1S,9R)-6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-11-yl]methyl]-5-[(4-propan-2-ylphenyl)methyl]-1,3-diazinane-2,4,6-trione"
Cc1ccc(C)n1-n1c(Cc2ccc(Cl)cc2)n[nH]c1=O,"3-[(4-chlorophenyl)methyl]-4-(2,5-dimethylpyrrol-1-yl)-1H-1,2,4-triazol-5-one"
O=C(NCC1CCCCN1)C1CCCN1C(=O)C1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,"N-(piperidin-2-ylmethyl)-1-[1-(3,3,3-triphenylpropanoyl)pyrrolidine-2-carbonyl]pyrrolidine-2-carboxamide"
FC(F)(F)c1nc2ccc(OCc3ccc4ccccc4n3)cc2n1-c1ccccc1,2-[[3-phenyl-2-(trifluoromethyl)benzimidazol-5-yl]oxymethyl]quinoline
CC12CCC(C1)O2,1-methyl-5-oxabicyclo[2.1.1]hexane
CCOc1ccc(OCC)c(NC(=O)CCc2nc3cccnc3n2-c2ccccc2)c1,"N-(2,5-diethoxyphenyl)-3-(3-phenylimidazo[4,5-b]pyridin-2-yl)propanamide"
CCc1[nH]c2ccccc2c1CC(=O)O,2-(2-ethyl-1H-indol-3-yl)acetic acid
COc1ccc(NC(=O)c2ccc3ncsc3c2)cc1,"N-(4-methoxyphenyl)-1,3-benzothiazole-6-carboxamide"
CCOC(=O)c1ccc(NC(NC(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F)cc1,"ethyl 4-[(2-benzamido-1,1,1,3,3,3-hexafluoropropan-2-yl)amino]benzoate"
COc1cccc([C@]2(C)NC(=O)N(CC(=O)NCCc3ccc(C(C)C)cc3)C2=O)c1,"2-[(4S)-4-(3-methoxyphenyl)-4-methyl-2,5-dioxoimidazolidin-1-yl]-N-[2-(4-propan-2-ylphenyl)ethyl]acetamide"
COC(=O)C1=C(C)N(Cc2ccccc2)C(=O)C1=Cc1cccc(Cl)c1,methyl 1-benzyl-4-[(3-chlorophenyl)methylidene]-2-methyl-5-oxopyrrole-3-carboxylate
COc1cc(CN2CCc3c(O)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3C2)cc(OC)c1,"7-[(3,5-dimethoxyphenyl)methyl]-2-[(2S,6R)-2,6-dimethylmorpholin-4-yl]-3,5,6,8-tetrahydropyrido[3,4-d]pyrimidin-4-one"
[N-]=[N+]=NC1CC(n2cc(F)c(N)nc2=O)OC1CO,4-amino-1-[4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-fluoropyrimidin-2-one
CC(=O)NC1CCN(C[C@@]2(O)CCCN(C(=O)CC3(O)CCCCC3)CC2)CC1,N-[1-[[(4R)-4-hydroxy-1-[2-(1-hydroxycyclohexyl)acetyl]azepan-4-yl]methyl]piperidin-4-yl]acetamide
CCOC(=O)c1ccc2c(c1)nc(SCC(=O)Nc1ccccc1F)n2CC,ethyl 1-ethyl-2-[2-(2-fluoroanilino)-2-oxoethyl]sulfanylbenzimidazole-5-carboxylate
N=c1nn[nH]c(O)n1,"4-amino-1H-1,2,3,5-tetrazin-6-one"
Cc1ccc(S(=O)(=O)N(CC(=O)NN=C2CCN(C)CC2)c2ccc(C(C)C)cc2)cc1,2-(N-(4-methylphenyl)sulfonyl-4-propan-2-ylanilino)-N-[(1-methylpiperidin-4-ylidene)amino]acetamide
CCOC(=O)N1CCN(C(=O)CN(c2ccccc2)S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,ethyl 4-[2-(N-(2-nitrophenyl)sulfonylanilino)acetyl]piperazine-1-carboxylate
CC(=O)N1c2ccc(S(=O)(=O)N3CCC[C@H](C(=O)NC[C@H]4CCCO4)C3)cc2C[C@@H]1C,"(3S)-1-[[(2S)-1-acetyl-2-methyl-2,3-dihydroindol-5-yl]sulfonyl]-N-[[(2R)-oxolan-2-yl]methyl]piperidine-3-carboxamide"
O=C(Nc1ccc(F)cc1)c1nnc(C(=O)N2CCC[C@H](C(=O)NCc3cccnc3)C2)s1,"N-(4-fluorophenyl)-5-[(3S)-3-(pyridin-3-ylmethylcarbamoyl)piperidine-1-carbonyl]-1,3,4-thiadiazole-2-carboxamide"
Cc1cc2ncn(C[C@H](N)C3CC3)c2cc1C,"(1R)-1-cyclopropyl-2-(5,6-dimethylbenzimidazol-1-yl)ethanamine"
COC(=O)c1ccc(NC(=O)COC(=O)CC23C[C@@H]4C[C@@H](CC(O)(C4)C2)C3)cc1,"methyl 4-[[2-[2-[(5S,7R)-3-hydroxy-1-adamantyl]acetyl]oxyacetyl]amino]benzoate"
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc2c(c1)C(=O)N1CCCC[C@H]1CCO2,"N-[(13aS)-6-oxo-2,3,4,12,13,13a-hexahydro-1H-pyrido[2,1-d][1,5]benzoxazocin-8-yl]-2-(4-chlorophenoxy)-2-methylpropanamide"
CCOC(=O)N1CCN(C(=O)C2CCN(Cc3ccccc3C)CC2)CC1,ethyl 4-[1-[(2-methylphenyl)methyl]piperidine-4-carbonyl]piperazine-1-carboxylate
COc1ccc2c3c(cccc13)C(=O)N(CCOC(C)=O)C2=O,"2-(6-methoxy-1,3-dioxobenzo[de]isoquinolin-2-yl)ethyl acetate"
CCn1ccnc1[C@@H]1OCCC[C@H]1C(=O)Nc1cccc(-c2ncco2)c1C,"(2R,3R)-2-(1-ethylimidazol-2-yl)-N-[2-methyl-3-(1,3-oxazol-2-yl)phenyl]oxane-3-carboxamide"
COC(=O)C1=C(N)Oc2ccccc2C1C(C(=O)OC)C(C)(C)N,methyl 2-amino-4-(3-amino-1-methoxy-3-methyl-1-oxobutan-2-yl)-4H-chromene-3-carboxylate
CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,"N-propyl-2-(tricyclo[3.3.1.03,7]nonane-3-carbonylamino)-5,7-dihydro-4H-thieno[2,3-c]pyran-3-carboxamide"
COc1c2c(c(OC)c(OC)c1OC)CNCC2,"5,6,7,8-tetramethoxy-1,2,3,4-tetrahydroisoquinoline"
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)CSC(C)C,benzyl N-[4-methyl-1-oxo-1-[(3-oxo-1-phenyl-4-propan-2-ylsulfanylbutan-2-yl)amino]pentan-2-yl]carbamate
CCC1COCC(=O)C1,5-ethyloxan-3-one
CN(c1ccccc1)c1ccc([C@H]2CCCCN2C)cn1,N-methyl-5-[(2R)-1-methylpiperidin-2-yl]-N-phenylpyridin-2-amine
CCN(CCNC(=O)Nc1ccccc1Br)c1cccc(F)c1,1-(2-bromophenyl)-3-[2-(N-ethyl-3-fluoroanilino)ethyl]urea
CCOC(=O)c1c(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2ccccc2c1=O,ethyl 4-oxo-2-[4-[[4-(trifluoromethoxy)phenyl]methyl]phenyl]-1H-quinoline-3-carboxylate
Cc1ccc(S(=O)(=O)N2CC(Br)C(=O)c3cc(Cl)ccc32)cc1,"3-bromo-6-chloro-1-(4-methylphenyl)sulfonyl-2,3-dihydroquinolin-4-one"
Cc1cccc(NC(=O)C2CCCS(=O)(=O)C2)c1C,"N-(2,3-dimethylphenyl)-1,1-dioxothiane-3-carboxamide"
Cc1cccn2c(CN3CC[C@H](N(C)C)C3)c(C(=O)N3CCOCC3)nc12,"[3-[[(3S)-3-(dimethylamino)pyrrolidin-1-yl]methyl]-8-methylimidazo[1,2-a]pyridin-2-yl]-morpholin-4-ylmethanone"
Cc1[nH]c2ccccc2c1CCNC(=O)Cn1nnnc1CN1CCCC1,N-[2-(2-methyl-1H-indol-3-yl)ethyl]-2-[5-(pyrrolidin-1-ylmethyl)tetrazol-1-yl]acetamide
O=C1C(NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1CCNc1ccncc1,"6-chloro-N-[2-oxo-1-[2-(pyridin-4-ylamino)ethyl]pyrrolidin-3-yl]thieno[2,3-b]pyridine-2-sulfonamide"
CCOc1ccc(NC(=O)C2CCCN2C(=O)Oc2ccccc2)cc1,phenyl 2-[(4-ethoxyphenyl)carbamoyl]pyrrolidine-1-carboxylate
CCCn1c(S[C@H](C)C(=O)NC(=O)NC23CC4CC(CC(C4)C2)C3)nc2ccccc2c1=O,(2R)-N-(1-adamantylcarbamoyl)-2-(4-oxo-3-propylquinazolin-2-yl)sulfanylpropanamide
O=C1CC2C1CC1OC12,"3-oxatricyclo[4.2.0.02,4]octan-7-one"
COc1cccc(F)c1NC(=O)N[C@@H](C)c1cccc(O)c1,1-(2-fluoro-6-methoxyphenyl)-3-[(1S)-1-(3-hydroxyphenyl)ethyl]urea
CCCCC(C)(C)OCCC(C)(C)C(C)(C)OCC,"4-ethoxy-3,3,4-trimethyl-1-(2-methylhexan-2-yloxy)pentane"
Cc1ccc(Cc2n[nH]c(CC(=O)Nc3ccc(F)cc3C)n2)cc1,"N-(4-fluoro-2-methylphenyl)-2-[5-[(4-methylphenyl)methyl]-1H-1,2,4-triazol-3-yl]acetamide"
CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)Oc1ccc2c(=O)c(Oc3ccc(Br)cc3)c(C)oc2c1,"[3-(4-bromophenoxy)-2-methyl-4-oxochromen-7-yl] (2S,3R)-3-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoate"
CC(C)(C)NC(=O)CCCCCNS(=O)(=O)c1ccc2c(c1)OCCO2,"N-tert-butyl-6-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonylamino)hexanamide"
Cc1ccc2nc(NC(=O)C3CCN(C(=O)c4ccc(F)cc4)CC3)sc2c1,"1-(4-fluorobenzoyl)-N-(6-methyl-1,3-benzothiazol-2-yl)piperidine-4-carboxamide"
CCOC(=O)c1ccc(C2CCC[C@H](C)C2)cc1,ethyl 4-[(3S)-3-methylcyclohexyl]benzoate
O=C(NCCCc1nc2ccccc2[nH]1)c1ccc(F)cc1,N-[3-(1H-benzimidazol-2-yl)propyl]-4-fluorobenzamide
CN(CC(=O)Nc1ccc([N+](=O)[O-])cc1Cl)C[C@@H]1COc2ccccc2O1,"N-(2-chloro-4-nitrophenyl)-2-[[(3R)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl-methylamino]acetamide"
CNC(=O)[C@H]1CN(C(C)C)CCN1C(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1,(2R)-N-methyl-4-propan-2-yl-1-[1-[5-(trifluoromethyl)-2-pyridinyl]piperidine-4-carbonyl]piperazine-2-carboxamide
Cn1cnnc1SCC(=O)N[C@@H]1CCOC[C@H]1OCc1cscn1,"2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]-N-[(3S,4R)-3-(1,3-thiazol-4-ylmethoxy)oxan-4-yl]acetamide"
Cc1cccc(N(CC(N)=O)[C@@H]2SC(=O)N(c3ccccc3)C2=O)c1,"2-(N-[(5R)-2,4-dioxo-3-phenyl-1,3-thiazolidin-5-yl]-3-methylanilino)acetamide"
NCC(N)C(O)CC(O)(O)O,"4,5-diaminopentane-1,1,1,3-tetrol"
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)Cc1ccccc1,2-[benzyl(dimethyl)azaniumyl]ethyl octadecyl phosphate
COC1C=CC2=NC(C)C(=O)NC2=C1,"7-methoxy-3-methyl-3,7-dihydro-1H-quinoxalin-2-one"
C1=CC2(CCC1)CCC2,spiro[3.5]non-8-ene
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)P(=O)(O)OC(C(=O)O)c1cccc(N=C(N)N)c1,2-[3-(diaminomethylideneamino)phenyl]-2-[hydroxy-[2-methyl-1-[[3-phenyl-2-(phenylmethoxycarbonylamino)propanoyl]amino]propyl]phosphoryl]oxyacetic acid
CCOC(=O)c1ccc(NC(=O)C[C@H]2SC[C@@H](C(=O)OCC)NC2=O)cc1,"ethyl (3R,6R)-6-[2-(4-ethoxycarbonylanilino)-2-oxoethyl]-5-oxothiomorpholine-3-carboxylate"
CCn1c(NC(=O)c2ccccc2Oc2cccnc2)nc2ccccc21,N-(1-ethylbenzimidazol-2-yl)-2-pyridin-3-yloxybenzamide
CC(=O)Oc1c(C)cc(C[n+]2cnn(C[C@@]3(c4ccc(Cl)cc4Cl)OC[C@@H](COc4ccc(N5CCN(C(C)=O)CC5)cc4)O3)c2)cc1C,"[4-[[1-[[(2S,4R)-4-[[4-(4-acetylpiperazin-1-yl)phenoxy]methyl]-2-(2,4-dichlorophenyl)-1,3-dioxolan-2-yl]methyl]-1,2,4-triazol-4-ium-4-yl]methyl]-2,6-dimethylphenyl] acetate"
